codigo,nome,marca,linha,descricao_atual,descricao_proposta,diferenciais_propostos,beneficios_site,indicado_para,dados_tecnicos,qualidade_descricao,fonte_descricao,fonte_diferenciais,confianca_descricao,confianca_diferenciais,status_revisao,observacao
3087,Fofilhotes Jipinho com Carretinha,playmi,PLAY&LEARN,,O Fofilhotes Jipinho com Carretinha amplia a experiência da primeira infância com mais interação e aprendizado.,Com boneco de vinil | Formas Geométricas | Números | Possui buzina | Sobe e desce quando anda,,"Crianças a partir de 18 meses que estão na fase de explorar movimento, encaixes e relações simples de causa e efeito.","material=Plástico/Vinil | cor=Cor diversa | genero=Unissex | idade=+ 18 meses | conteudo_caixa=1 jipinho
1 animal de vinil
1 carretinha com tampa 
4 formas geométricas | ncm=9503.00.80 | dun=1789648413087-2 | produto_mm=405x168x172 | caixa=4un/4.46kg | peso=0.655kg",ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/fofilhotes-jipinho-com-carretinha/,https://cardosotoys.com.br/playmi/produtos/fofilhotes-jipinho-com-carretinha/,CONFIRMADO,CONFIRMADO,PENDENTE,
3088,Fofilhotes Tratorzinho,playmi,PLAY&LEARN,,O Fofilhotes Tratorzinho leva a imaginação da primeira infância para um universo de descobertas e movimento.,Com boneco de vinil | Possui buzina | Sobe e desce quando anda,,Crianças a partir de 18 meses que estão desenvolvendo controle motor e iniciando brincadeiras imaginativas.,"material=Plástico/Vinil | cor=Cor diversa | genero=Unissex | idade=+ 18 meses | conteudo_caixa=1 tratorzinho
1 animal de vinil | ncm=9503.00.80 | dun=2789648413088--6 | produto_mm=218x168x172 | caixa=6un/4.35kg | peso=0.415kg",ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/fofilhotes-tratorzinho/,https://cardosotoys.com.br/playmi/produtos/fofilhotes-tratorzinho/,CONFIRMADO,CONFIRMADO,PENDENTE,
3089,Fofilhotes Tratorzinho com Carretinha,playmi,PLAY&LEARN,,O Fofilhotes Tratorzinho com Carretinha transforma a brincadeira em uma experiência ainda mais completa na primeira infância.,Com boneco de vinil | Números | Possui buzina | Sobe e desce quando anda,,Crianças a partir de 18 meses em fase de desenvolvimento motor e início de interações simbólicas.,"material=Plástico/Vinil | cor=Cor diversa | genero=Unissex | idade=+ 18 meses | conteudo_caixa=1 tratorzinho
1 animal de vinil
1 carretinha com tampa 
5 números | ncm=9503.00.80 | dun=1789648413089-6 | produto_mm=415x168x172 | caixa=4un/4.44kg | peso=0.65kg",ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/fofilhotes-tratorzinho-com-carretinha/,https://cardosotoys.com.br/playmi/produtos/fofilhotes-tratorzinho-com-carretinha/,CONFIRMADO,CONFIRMADO,PENDENTE,
3090,Fofilhotes Cavalinho,playmi,PLAY&LEARN,,"O Fofilhotes Cavalinho é um brinquedo leve, macio e perfeito para acompanhar a criança nos primeiros momentos de descoberta.",Medida aproximada – 11cm | Para brincar no banho,,Crianças a partir de 18 meses que estão desenvolvendo habilidades motoras e explorando diferentes texturas e ambientes.,material=Vinil | cor=Marrom | genero=Unissex | idade=+ 18 meses | conteudo_caixa=1 animal de vinil | ncm=9503.00.39 | dun=2789648413090-9 | produto_mm=83x75x115 | caixa=6un/0.858kg | peso=0.07kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/fofilhotes-cavalinho/,https://cardosotoys.com.br/playmi/produtos/fofilhotes-cavalinho/,CONFIRMADO,CONFIRMADO,PENDENTE,
3091,Fofilhotes Girafinha,playmi,PLAY&LEARN,,A Fofilhotes Girafinha foi desenvolvida para tornar os primeiros momentos de descoberta ainda mais especiais.,Medida aproximada – 11cm | Para brincar no banho,,"Crianças a partir de 18 meses que estão explorando novas texturas, movimentos e interações sensoriais.",material=Vinil | cor=Amarelo | genero=Unissex | idade=+ 18 meses | conteudo_caixa=1 animal de vinil | ncm=9503.00.39 | dun=2789648413091-6 | produto_mm=83x75x115 | caixa=6un/0.84kg | peso=0.067kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/fofilhotes-girafinha/,https://cardosotoys.com.br/playmi/produtos/fofilhotes-girafinha/,CONFIRMADO,CONFIRMADO,PENDENTE,
3092,Fofilhotes Hipopótamo,playmi,PLAY&LEARN,,O Fofilhotes Hipopótamo é perfeito para tornar os primeiros momentos de aprendizado ainda mais divertidos.,Medida aproximada – 11cm | Para brincar no banho,,Crianças a partir de 18 meses que estão desenvolvendo habilidades motoras e explorando novas texturas.,material=Vinil | cor=Cinza/Rosa | genero=Unissex | idade=+ 18 meses | conteudo_caixa=1 animal de vinil | ncm=9503.00.39 | dun=2789648413092-3 | produto_mm=83x75x115 | caixa=6un/0.84kg | peso=0.067kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/fofilhotes-hipopotamo/,https://cardosotoys.com.br/playmi/produtos/fofilhotes-hipopotamo/,CONFIRMADO,CONFIRMADO,PENDENTE,
3093,Fofilhotes Leãozinho,playmi,PLAY&LEARN,,O Fofilhotes Leãozinho traz a energia e a diversão da selva para a primeira infância.,Medida aproximada – 11cm | Para brincar no banho,,Crianças a partir de 18 meses que estão desenvolvendo habilidades motoras e explorando novas experiências sensoriais.,material=Vinil | cor=Amarelo | genero=Unissex | idade=+ 18 meses | conteudo_caixa=1 animal de vinil | ncm=9503.00.39 | dun=2789648413093-0 | produto_mm=83x75x115 | caixa=6un/0.918kg | peso=0.08kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/fofilhotes-leaozinho/,https://cardosotoys.com.br/playmi/produtos/fofilhotes-leaozinho/,CONFIRMADO,CONFIRMADO,PENDENTE,
3094,Fofilhotes Tigre,playmi,PLAY&LEARN,,O Fofilhotes Tigre é perfeito para despertar a imaginação e acompanhar a criança nas primeiras aventuras da infância.,Medida aproximada – 11cm | Para brincar no banho,,Crianças a partir de 18 meses que estão desenvolvendo habilidades motoras e explorando novas experiências sensoriais.,material=Vinil | cor=Laranja | genero=Unissex | idade=+ 18 meses | conteudo_caixa=1 animal de vinil | ncm=9503.00.39 | dun=2789648413094-7 | produto_mm=83x75x115 | caixa=6un/0.84kg | peso=0.067kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/fofilhotes-tigre/,https://cardosotoys.com.br/playmi/produtos/fofilhotes-tigre/,CONFIRMADO,CONFIRMADO,PENDENTE,
3095,Fofilhotes Hipopótamo Rosa,playmi,PLAY&LEARN,,O Fofilhotes Hipopótamo Rosa foi desenvolvido para tornar os primeiros momentos de aprendizado ainda mais delicados e divertidos.,Medida aproximada – 11cm | Para brincar no banho,,Crianças a partir de 18 meses que estão desenvolvendo habilidades motoras e explorando novas experiências sensoriais.,material=Vinil | cor=Cinza/Rosa | genero=Unissex | idade=+ 18 meses | conteudo_caixa=1 animal de vinil | ncm=9503.00.39 | dun=2789648413095-4 | produto_mm=83x75x115 | caixa=6un/0.84kg | peso=0.067kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/fofilhotes-hipopotamo-rosa/,https://cardosotoys.com.br/playmi/produtos/fofilhotes-hipopotamo-rosa/,CONFIRMADO,CONFIRMADO,PENDENTE,
3096,Totokinha Disney Ariel,playmi,PLAY&COLLECT,,A Totokinha Disney Ariel transforma a fase dos primeiros passos em uma experiência encantadora ao lado de uma das princesas mais amadas do universo Disney.,Estimula o equilíbrio | Formas Geométricas | Marcha e chave crec-crec | Porta-malas abre e fecha | Possui buzina,Auxilia no desenvolvimento dos primeiros passos | Estimula coordenação motora grossa e fina | Possui formas geométricas para encaixe | Acompanha boneco de vinil | Suporta até 40 kg | Produto licenciado Disney,"Crianças + 18 meses que estão desenvolvendo mobilidade, equilíbrio e coordenação, explorando movimento ativo com personagens Disney.","material=Plástico/Vinil | cor=Rosa | genero=Menina | idade=+ 18 meses | conteudo_caixa=1 Totokinha 
4 formas geométricas
1 boneco de vinil | ncm=9503.00.10 | cst=500 | dun=9789648413096-0 | produto_mm=510x283x316 | caixa=2un/4.84kg | peso=1.393kg",ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/totokinha-disney-ariel/,https://cardosotoys.com.br/playmi/produtos/totokinha-disney-ariel/,CONFIRMADO,CONFIRMADO,PENDENTE,
3097,Mileva Disney Ariel,playmi,PLAY&COLLECT,,A Mileva Disney Ariel é um carrinho de puxar encantador que leva a magia da princesa Ariel para as brincadeiras ao ar livre.,Acompanha pá e rastelo | Acompanha peças temáticas | Haste retrátil,Estimula coordenação motora grossa | Incentiva autonomia e movimento | Ideal para brincadeiras ao ar livre | Acompanha 3 forminhas temáticas | Produto licenciado Disney,Crianças + 18 meses que estão desenvolvendo mobilidade e gostam de brincadeiras externas com personagens Disney.,"material=Plástico | cor=Rosa | genero=Menina | idade=+ 18 meses | conteudo_caixa=1 Carrinho de puxar Mileva 
3 forminhas temáticas | ncm=9503.00.80 | dun=2789648413097-8 | produto_mm=312x255x170 | caixa=6un/5.202kg | peso=0.58kg",ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/mileva-disney-ariel/,https://cardosotoys.com.br/playmi/produtos/mileva-disney-ariel/,CONFIRMADO,CONFIRMADO,PENDENTE,
3098,Totokinha Marvel Spidey,playmi,PLAY&COLLECT,,A Totokinha Marvel Spidey transforma os primeiros passos em uma aventura cheia de ação ao lado do herói favorito das crianças.,Estimula o equilíbrio | Formas Geométricas | Marcha e chave crec-crec | Porta-malas abre e fecha | Possui buzina,Auxilia no desenvolvimento dos primeiros passos | Estimula coordenação motora grossa e fina | Possui formas geométricas para encaixe | Acompanha boneco de vinil do Spidey | Suporta até 40 kg | Produto licenciado Marvel,"Crianças + 18 meses que estão desenvolvendo mobilidade e equilíbrio, explorando movimento ativo com personagens do universo Marvel.","material=Plástico | cor=Vermelho | genero=Menino | idade=+ 18 meses | conteudo_caixa=1 Totokinha 
4 formas geométricas
1 boneco de vinil | ncm=9503.00.10 | cst=500 | dun=9789648413098-4 | produto_mm=510x283x316 | caixa=2un/4.84kg | peso=1.393kg",ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/totokinha-marvel-spidey/,https://cardosotoys.com.br/playmi/produtos/totokinha-marvel-spidey/,CONFIRMADO,CONFIRMADO,PENDENTE,
3099,Mileva Marvel Spidey,playmi,PLAY&COLLECT,,A Mileva Marvel Spidey é o carrinho de puxar ideal para pequenas aventuras cheias de movimento.,Acompanha pá e rastelo | Acompanha peças temáticas | Haste retrátil,Estimula coordenação motora grossa | Incentiva autonomia e movimento | Ideal para brincadeiras ao ar livre | Acompanha 3 forminhas temáticas | Produto licenciado Marvel,Crianças + 18 meses que estão desenvolvendo mobilidade e gostam de personagens de ação em brincadeiras externas.,"material=Plástico | cor=Vermelho | genero=Menino | idade=+ 18 meses | conteudo_caixa=1 Carrinho de puxar Mileva 
3 forminhas temáticas | ncm=9503.00.39 | dun=2789648413099-2 | produto_mm=312x255x170 | caixa=6un/5.202kg | peso=0.58kg",ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/mileva-marvel-spidey/,https://cardosotoys.com.br/playmi/produtos/mileva-marvel-spidey/,CONFIRMADO,CONFIRMADO,PENDENTE,
3100,Little Figs Disney Stitch,playmi,PLAY&COLLECT,,O Little Figs Disney Stitch traz um conjunto encantador com 5 miniaturas em vinil inspiradas no personagem mais divertido da Disney.,Dedoches | Medida aproximada – 6cm,Conjunto com 5 miniaturas em vinil | Estimula imaginação e narrativa criativa | Desenvolve coordenação motora fina | Ideal para brincar e colecionar | Produto licenciado Disney,Crianças + 3 anos que gostam de personagens Disney e desejam criar aventuras cheias de criatividade com Stitch.,material=Vinil | cor=Colorido | genero=Unissex | idade=+ 3 anos | conteudo_caixa=5 Miniaturas de vinil Stitch | ncm=9503.00.80 | dun=2789648413100-5 | produto_mm=280x62x190 | caixa=6un/1.77kg | peso=0.04kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/miniaturas-disney-stitch-vinil/,https://cardosotoys.com.br/playmi/produtos/miniaturas-disney-stitch-vinil/,CONFIRMADO,CONFIRMADO,PENDENTE,
3101,Little Figs O Show da Luna,playmi,PLAY&COLLECT,,O Little Figs O Show da Luna traz um conjunto com 5 miniaturas em vinil inspiradas na série que desperta a curiosidade e o espírito científico das crianças.,Dedoches | Medida aproximada – 6cm,Conjunto com 5 miniaturas em vinil | Estimula imaginação e curiosidade | Desenvolve coordenação motora fina | Ideal para brincar e colecionar | Inspirado em série infantil educativa,Crianças + 3 anos que gostam de personagens educativos e desejam criar histórias cheias de descobertas e aventuras.,material=Vinil | cor=Colorido | genero=Unissex | idade=+ 3 anos | conteudo_caixa=5 Miniaturas de vinil O Show da Luna | ncm=9503.00.80 | dun=2789648413101-2 | produto_mm=245x60x170 | caixa=6un/1.392kg | peso=0.04kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/miniaturas-o-show-da-luna-em-vinil/,https://cardosotoys.com.br/playmi/produtos/miniaturas-o-show-da-luna-em-vinil/,CONFIRMADO,CONFIRMADO,PENDENTE,
3102,Boneca Luna - O Show da Luna,playmi,PLAY&COLLECT,,A Boneca Luna – O Show da Luna traz a personagem curiosa e cheia de energia da série infantil para momentos de brincadeira e imaginação.,Colecionável | Medida aproximada – 20cm,Boneca licenciada O Show da Luna | Acompanha 2 vestidos de vinil | Estimula imaginação e faz de conta | Desenvolve coordenação motora fina | Ideal para brincar e colecionar,Crianças + 18 meses que gostam de personagens educativos e desejam criar histórias e aventuras inspiradas na série O Show da Luna.,"material=Vinil | cor=Colorido | genero=Menina | idade=+ 18 meses | conteudo_caixa=1 Boneca de vinil
2 vestidos de vinil | ncm=9503.00.22 | dun=2789648413102-9 | produto_mm=117x70x190 | caixa=6un/2.268kg | peso=0.119kg",ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/oneca-luna-o-show-da-luna/,https://cardosotoys.com.br/playmi/produtos/oneca-luna-o-show-da-luna/,CONFIRMADO,CONFIRMADO,PENDENTE,
3103,Little Figs Marvel Spidey,playmi,PLAY&COLLECT,,O Little Figs Marvel Spidey traz um conjunto com 5 miniaturas em vinil inspiradas no universo do herói favorito das crianças.,Dedoches | Medida aproximada – 6cm,Conjunto com 5 miniaturas em vinil | Estimula imaginação e criação de histórias | Desenvolve coordenação motora fina | Ideal para brincar e colecionar | Produto licenciado Marvel,Crianças + 3 anos que gostam de super-heróis e desejam criar aventuras cheias de ação com personagens do universo Marvel.,material=Vinil | cor=Colorido | genero=Unissex | idade=+ 3 anos | conteudo_caixa=5 Miniaturas de vinil Spidey | ncm=9503.00.80 | dun=2789648413103-6 | produto_mm=245x60x170 | caixa=6un/1.308kg | peso=0.04kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/miniaturas-marvel-spidey-em-vinil/,https://cardosotoys.com.br/playmi/produtos/miniaturas-marvel-spidey-em-vinil/,CONFIRMADO,CONFIRMADO,PENDENTE,
3104,Little Figs Galinha Pintadinha Temática,playmi,PLAY&COLLECT,,As Miniaturas Galinha Pintadinha Temática trazem versões especiais dos personagens que encantam crianças em todo o Brasil.,Dedoches | Medida aproximada – 6cm,Conjunto com 5 miniaturas temáticas | Estimula imaginação e criação de histórias | Desenvolve coordenação motora fina | Ideal para brincar e colecionar | Produzido em vinil resistente,Crianças + 3 anos que gostam de personagens musicais e versões temáticas para criar novas histórias e aventuras.,material=Vinil | cor=Colorido | genero=Unissex | idade=+ 3 anos | conteudo_caixa=5 Miniaturas temáticas de vinil Galinha Pintadinha | ncm=9503.00.80 | dun=2789648413104-3 | produto_mm=245x60x170 | caixa=6un/1.392kg | peso=0.4kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/miniaturas-galinha-pintadinha-tematica/,https://cardosotoys.com.br/playmi/produtos/miniaturas-galinha-pintadinha-tematica/,CONFIRMADO,CONFIRMADO,PENDENTE,
3105,Little Figs Os Smurfs,playmi,PLAY&COLLECT,,O Little Figs Os Smurfs reúne um conjunto com 5 miniaturas em vinil inspiradas nos personagens clássicos que atravessam gerações.,Colecionável | Dedoches | Medida aproximada – 6cm,Conjunto com 5 miniaturas em vinil | Estimula imaginação e narrativa criativa | Desenvolve coordenação motora fina | Ideal para brincar e colecionar | Personagens clássicos que atravessam gerações,Crianças + 3 anos que gostam de personagens animados e desejam criar histórias cheias de aventura e fantasia.,material=Vinil | cor=Colorido | genero=Unissex | idade=+ 3 anos | conteudo_caixa=5 Miniaturas de vinil Os Smurfs | ncm=9503.00.80 | dun=2789648413105-0 | produto_mm=280x62x190 | caixa=6un/1.77kg | peso=0.119kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/miniaturas-os-smurfs-em-vinil/,https://cardosotoys.com.br/playmi/produtos/miniaturas-os-smurfs-em-vinil/,CONFIRMADO,CONFIRMADO,PENDENTE,
3106,Boneco de Vinil Os Smurfs - Smurf,playmi,PLAY&COLLECT,,O Boneco de Vinil Os Smurfs – Smurf traz o personagem clássico da famosa vila azul em uma versão ideal para a primeira infância.,Colecionável | Medida aproximada – 15cm | Para brincar no banho,Personagem clássico Os Smurfs | Produzido em vinil resistente | Estimula imaginação e criatividade | Desenvolve coordenação motora fina | Ideal para brincar e colecionar,Crianças + 18 meses que gostam de personagens animados e desejam criar histórias cheias de fantasia e aventura.,material=Vinil | cor=Colorido | genero=Unissex | idade=+ 18 meses | conteudo_caixa=1 Boneco de vinil | ncm=9503.00.22 | dun=2789648413106-7 | produto_mm=117x70x190 | caixa=6un/1.21kg | peso=0.119kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/boneco-de-vinil-smurf-os-smurfs/,https://cardosotoys.com.br/playmi/produtos/boneco-de-vinil-smurf-os-smurfs/,CONFIRMADO,CONFIRMADO,PENDENTE,
3107,Boneco de Vinil Os Smurfs - Papai Smurf,playmi,PLAY&COLLECT,,O Boneco de Vinil Os Smurfs – Papai Smurf traz o líder da vila azul em uma versão ideal para a primeira infância.,Colecionável | Medida aproximada – 15cm | Para brincar no banho,Personagem clássico Papai Smurf | Produzido em vinil resistente | Estimula imaginação e narrativa criativa | Desenvolve coordenação motora fina | Ideal para brincar e colecionar,Crianças + 18 meses que gostam de personagens animados e desejam criar histórias cheias de fantasia e aventura.,material=Vinil | cor=Colorido | genero=Unissex | idade=+ 18 meses | conteudo_caixa=1 Boneco de vinil | ncm=9503.00.22 | dun=2789648413107-4 | produto_mm=700x650x140 | caixa=6un/1.21kg | peso=0.094kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/boneco-de-vinil-papai-smurf/,https://cardosotoys.com.br/playmi/produtos/boneco-de-vinil-papai-smurf/,CONFIRMADO,CONFIRMADO,PENDENTE,
